^2022^|^01^|^450491^|^089^|^01^|^WA^|^3665^|^EBA^|^01^|^55^|^1^|^994^|^Layanan Perkantoran^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3666^|^EBA^|^01^|^55^|^1^|^963^|^Layanan Data dan Informasi^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3666^|^EBA^|^01^|^55^|^1^|^994^|^Layanan Perkantoran^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3667^|^EBA^|^01^|^55^|^1^|^994^|^Layanan Perkantoran^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4207^|^UAG^|^01^|^55^|^1^|^U03^|^Rekomendasi hasil pengawasan kinerja pembangunan atas program prioritas nasional yang ditargetkan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4207^|^UAG^|^01^|^55^|^1^|^U08^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern K/L^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4227^|^FAG^|^01^|^55^|^1^|^U07^|^Rekomendasi hasil pengawasan pengendalian korupsi^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3668^|^EBD^|^01^|^55^|^1^|^952^|^Layanan Perencanaan dan Penganggaran^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3668^|^EBD^|^01^|^55^|^1^|^953^|^Layanan Pemantauan dan Evaluasi^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3668^|^EBD^|^01^|^55^|^1^|^961^|^Layanan Reformasi Kinerja^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4220^|^FAG^|^01^|^55^|^1^|^012^|^Hasil Koordinasi Perencanaan, Evaluasi, Pelaporan, dan Tindak Lanjut^|^0^|^^|^0^|^^|^^|^2^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4213^|^FAG^|^01^|^55^|^1^|^U01^|^Rekomendasi hasil pengawasan atas akuntabilitas keuangan negara^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4220^|^UAG^|^01^|^55^|^1^|^U03^|^Rekomendasi hasil pengawasan kinerja pembangunan atas program prioritas nasional yang ditargetkan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4220^|^UAG^|^01^|^55^|^1^|^U08^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern K/L^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4220^|^UAG^|^01^|^55^|^1^|^U09^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern Pemerintah Daerah^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4209^|^UAG^|^01^|^55^|^1^|^U03^|^Rekomendasi hasil pengawasan kinerja pembangunan atas program prioritas nasional yang ditargetkan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4209^|^UAG^|^01^|^55^|^1^|^U08^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern K/L^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4216^|^UAG^|^01^|^55^|^1^|^U03^|^Rekomendasi hasil pengawasan kinerja pembangunan atas program prioritas nasional yang ditargetkan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4216^|^UAG^|^01^|^55^|^1^|^U08^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern K/L^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4228^|^UAG^|^01^|^55^|^1^|^U04^|^Rekomendasi hasil pengawasan kinerja pembangunan atas hambatan pelaksanaan pembangunan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4227^|^UAG^|^01^|^55^|^1^|^U04^|^Rekomendasi hasil pengawasan kinerja pembangunan atas hambatan pelaksanaan pembangunan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4208^|^UAG^|^01^|^55^|^1^|^U03^|^Rekomendasi hasil pengawasan kinerja pembangunan atas program prioritas nasional yang ditargetkan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4208^|^UAG^|^01^|^55^|^1^|^U08^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern K/L^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3667^|^EBD^|^01^|^55^|^1^|^952^|^Layanan Perencanaan dan Penganggaran^|^0^|^^|^0^|^^|^^|^3^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3667^|^EBD^|^01^|^55^|^1^|^955^|^Layanan Manajemen Keuangan^|^0^|^^|^0^|^^|^^|^14^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4207^|^FAG^|^01^|^55^|^1^|^U01^|^Rekomendasi hasil pengawasan atas akuntabilitas keuangan negara^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4224^|^UAG^|^01^|^55^|^1^|^U03^|^Rekomendasi hasil pengawasan kinerja pembangunan atas program prioritas nasional yang ditargetkan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4224^|^UAG^|^01^|^55^|^1^|^U10^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern Badan Usaha^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4216^|^FAG^|^01^|^55^|^1^|^U01^|^Rekomendasi hasil pengawasan atas akuntabilitas keuangan negara^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4215^|^UAG^|^01^|^55^|^1^|^U03^|^Rekomendasi hasil pengawasan kinerja pembangunan atas program prioritas nasional yang ditargetkan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4215^|^UAG^|^01^|^55^|^1^|^U08^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern K/L^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3668^|^EBA^|^01^|^55^|^1^|^960^|^Layanan Organisasi dan Tata Kelola Internal^|^0^|^^|^0^|^^|^^|^2^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3668^|^EBA^|^01^|^55^|^1^|^994^|^Layanan Perkantoran^|^0^|^^|^0^|^^|^^|^2^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4217^|^UAG^|^01^|^55^|^1^|^U03^|^Rekomendasi hasil pengawasan kinerja pembangunan atas program prioritas nasional yang ditargetkan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4217^|^UAG^|^01^|^55^|^1^|^U09^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern Pemerintah Daerah^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4214^|^FAG^|^01^|^55^|^1^|^U01^|^Rekomendasi hasil pengawasan atas akuntabilitas keuangan negara^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4208^|^FAG^|^01^|^55^|^1^|^U01^|^Rekomendasi hasil pengawasan atas akuntabilitas keuangan negara^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4226^|^FAG^|^01^|^55^|^1^|^U07^|^Rekomendasi hasil pengawasan pengendalian korupsi^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4226^|^UAG^|^01^|^55^|^1^|^U04^|^Rekomendasi hasil pengawasan kinerja pembangunan atas hambatan pelaksanaan pembangunan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4225^|^FAG^|^01^|^55^|^1^|^U06^|^Rekomendasi hasil pengawasan atas akuntabilitas badan usaha^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4212^|^UAG^|^01^|^55^|^1^|^U03^|^Rekomendasi hasil pengawasan kinerja pembangunan atas program prioritas nasional yang ditargetkan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4212^|^UAG^|^01^|^55^|^1^|^U08^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern K/L^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4211^|^FAG^|^01^|^55^|^1^|^012^|^Hasil Koordinasi Perencanaan, Evaluasi, Pelaporan, dan Tindak Lanjut^|^0^|^^|^0^|^^|^^|^2^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4211^|^FAG^|^01^|^55^|^1^|^U01^|^Rekomendasi hasil pengawasan atas akuntabilitas keuangan negara^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4222^|^UAG^|^01^|^55^|^1^|^U03^|^Rekomendasi hasil pengawasan kinerja pembangunan atas program prioritas nasional yang ditargetkan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4222^|^UAG^|^01^|^55^|^1^|^U08^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern K/L^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4222^|^UAG^|^01^|^55^|^1^|^U10^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern Badan Usaha^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4215^|^FAG^|^01^|^55^|^1^|^U01^|^Rekomendasi hasil pengawasan atas akuntabilitas keuangan negara^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4223^|^UAG^|^01^|^55^|^1^|^U03^|^Rekomendasi hasil pengawasan kinerja pembangunan atas program prioritas nasional yang ditargetkan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4223^|^UAG^|^01^|^55^|^1^|^U10^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern Badan Usaha^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3669^|^EBB^|^01^|^55^|^1^|^951^|^Layanan Sarana Internal^|^0^|^^|^0^|^^|^^|^28^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3669^|^EBB^|^01^|^55^|^1^|^971^|^Layanan Prasarana Internal^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4209^|^FAG^|^01^|^55^|^1^|^U01^|^Rekomendasi hasil pengawasan atas akuntabilitas keuangan negara^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4214^|^UAG^|^01^|^55^|^1^|^U03^|^Rekomendasi hasil pengawasan kinerja pembangunan atas program prioritas nasional yang ditargetkan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4214^|^UAG^|^01^|^55^|^1^|^U08^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern K/L^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^5237^|^AEA^|^01^|^55^|^1^|^101^|^Hasil Koordinasi Kebijakan Pengawasan Nasional dengan APIP dan Lainnya^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^5237^|^AEA^|^01^|^55^|^1^|^102^|^Hasil Koordinasi Perencanaan, Analisa, Evaluasi, dan Pelaporan Pengawasan^|^0^|^^|^0^|^^|^^|^4^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4211^|^UAG^|^01^|^55^|^1^|^U03^|^Rekomendasi hasil pengawasan kinerja pembangunan atas program prioritas nasional yang ditargetkan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4211^|^UAG^|^01^|^55^|^1^|^U08^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern K/L^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4221^|^UAG^|^01^|^55^|^1^|^U03^|^Rekomendasi hasil pengawasan kinerja pembangunan atas program prioritas nasional yang ditargetkan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4221^|^UAG^|^01^|^55^|^1^|^U10^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern Badan Usaha^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4229^|^FAG^|^01^|^55^|^1^|^012^|^Hasil Koordinasi Perencanaan, Evaluasi, Pelaporan, dan Tindak Lanjut^|^0^|^^|^0^|^^|^^|^2^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4229^|^FAG^|^01^|^55^|^1^|^U07^|^Rekomendasi hasil pengawasan pengendalian korupsi^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3666^|^EBC^|^01^|^55^|^1^|^954^|^Layanan Manajemen SDM^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4219^|^FAG^|^01^|^55^|^1^|^005^|^Rekomendasi hasil pengawasan kinerja pembangunan atas program pembangunan regional^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4223^|^FAG^|^01^|^55^|^1^|^012^|^Hasil Koordinasi Perencanaan, Evaluasi, Pelaporan, dan Tindak Lanjut^|^0^|^^|^0^|^^|^^|^2^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4213^|^UAG^|^01^|^55^|^1^|^U03^|^Rekomendasi hasil pengawasan kinerja pembangunan atas program prioritas nasional yang ditargetkan^|^0^|^^|^0^|^^|^^|^2^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4213^|^UAG^|^01^|^55^|^1^|^U08^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern K/L^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4218^|^FAG^|^01^|^55^|^1^|^U02^|^Rekomendasi hasil pengawasan atas akuntabilitas keuangan daerah^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4218^|^UAG^|^01^|^55^|^1^|^U03^|^Rekomendasi hasil pengawasan kinerja pembangunan atas program prioritas nasional yang ditargetkan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4218^|^UAG^|^01^|^55^|^1^|^U09^|^Rekomendasi hasil pengawasan manajemen risiko atas kualitas pengendalian intern Pemerintah Daerah^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4217^|^FAG^|^01^|^55^|^1^|^U01^|^Rekomendasi hasil pengawasan atas akuntabilitas keuangan negara^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4217^|^FAG^|^01^|^55^|^1^|^U02^|^Rekomendasi hasil pengawasan atas akuntabilitas keuangan daerah^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^5237^|^FAG^|^01^|^55^|^1^|^002^|^Hasil Pemetaan Kompetensi dan Kebutuhan Institusional berdasarkan Pendekatan E-Learning^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^5237^|^FAG^|^01^|^55^|^1^|^004^|^Hasil Dukungan Pengelolaan Proyek STAR^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4212^|^FAG^|^01^|^55^|^1^|^012^|^Hasil Koordinasi Perencanaan, Evaluasi, Pelaporan, dan Tindak Lanjut^|^0^|^^|^0^|^^|^^|^2^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4212^|^FAG^|^01^|^55^|^1^|^U01^|^Rekomendasi hasil pengawasan atas akuntabilitas keuangan negara^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4228^|^FAG^|^01^|^55^|^1^|^U07^|^Rekomendasi hasil pengawasan pengendalian korupsi^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4210^|^FAG^|^01^|^55^|^1^|^U01^|^Rekomendasi hasil pengawasan atas akuntabilitas keuangan negara^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^WA^|^3669^|^TBB^|^01^|^55^|^1^|^955^|^PLTS Atap^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^4229^|^UAG^|^01^|^55^|^1^|^U04^|^Rekomendasi hasil pengawasan kinerja pembangunan atas hambatan pelaksanaan pembangunan^|^0^|^^|^0^|^^|^^|^1^|^0^|^00^|^^|^^|^^
^2022^|^01^|^450491^|^089^|^01^|^CH^|^5237^|^CAN^|^01^|^55^|^1^|^331^|^Hasil Peningkatan Sarana Teknologi Pengawasan^|^0^|^^|^0^|^^|^^|^3354^|^0^|^00^|^^|^^|^^
